ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains,id,bayesaverage,yearpublished
31497,Oregon,2007.0,2,4,45,8,3223,6.76,1306,2.15,2984.0,"Area Majority / Influence, Tile Placement","Family Games, Strategy Games",31497,6.26342,2007
230267,Dice Settlers,2018.0,1,4,60,14,2089,7.0,1307,2.93,4207.0,"Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Map Addition, Set Collection, Solo / Solitaire Game, Tile Placement",Strategy Games,230267,6.26886,2018
168609,"Artifacts, Inc.",2014.0,2,4,60,13,2986,6.79,1308,2.18,5044.0,"Action Points, Area Majority / Influence, Card Drafting, Dice Rolling, Set Collection, Worker Placement, Worker Placement with Dice Workers","Family Games, Strategy Games",168609,6.23115,2014
73369,51st State,2010.0,2,4,90,10,2845,6.83,1309,3.11,3534.0,"Card Drafting, Hand Management, Variable Player Powers",Strategy Games,73369,6.22775,2010
178054,A Study in Emerald (Second Edition),2015.0,2,5,60,13,2331,6.94,1310,2.94,4091.0,"Area Majority / Influence, Auction/Bidding, Card Drafting, Deck Bag and Pool Building, Hand Management, Point to Point Movement, Team-Based Game","Strategy Games, Thematic Games",178054,6.24944,2015
297978,Mariposas,2020.0,2,5,75,14,1645,7.2,1311,2.1,4296.0,"Grid Movement, Hexagon Grid, Movement Points, Set Collection, Turn Order: Stat-Based",Family Games,297978,6.36088,2020
233678,Indian Summer,2017.0,1,4,60,10,3021,6.81,1312,2.15,5176.0,"Grid Coverage, Pattern Building, Tile Placement",Family Games,233678,6.293,2017
66837,1862: Railway Mania in the Eastern Counties,2013.0,1,8,300,14,665,8.36,1313,4.55,1872.0,"Auction/Bidding, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource",Strategy Games,66837,6.48347,2013
146221,Forge War,2015.0,1,4,180,12,1512,7.27,1314,3.77,2857.0,"Grid Movement, Modular Board, Role Playing, Variable Phase Order, Worker Placement",Strategy Games,146221,6.16798,2015
701,A House Divided: War Between the States 1861-65,1981.0,2,2,240,12,1910,7.07,1315,2.64,3955.0,"Dice Rolling, Point to Point Movement, Simulation",Wargames,701,6.21283,1981
6351,Gulo Gulo,2003.0,2,6,20,5,2755,6.84,1316,1.08,2851.0,"Modular Board, Physical Removal",Children's Games,6351,6.22833,2003
14254,PitchCar Mini,2003.0,2,8,30,6,2091,6.96,1317,1.15,2439.0,"Flicking, Race","Family Games, Party Games",14254,6.27188,2003
255674,Imhotep: The Duel,2018.0,2,2,30,10,1614,7.17,1318,1.88,3619.0,"Area Majority / Influence, Modular Board, Set Collection, Worker Placement",Family Games,255674,6.42005,2018
90040,Pergamon,2011.0,2,4,45,10,2294,6.91,1319,2.25,2421.0,"Set Collection, Tile Placement","Family Games, Strategy Games",90040,6.26451,2011
195571,Legendary Encounters: A Firefly Deck Building Game,2016.0,1,5,90,14,1714,7.16,1320,2.63,4176.0,"Cooperative Game, Deck Bag and Pool Building, Solo / Solitaire Game",Thematic Games,195571,6.21834,2016
1544,Beyond Balderdash,1993.0,2,6,45,10,2977,6.83,1321,1.47,4583.0,"Paper-and-Pencil, Voting",Party Games,1544,6.25552,1993
33451,The Red Dragon Inn 2,2008.0,2,4,45,13,2818,6.91,1322,1.8,6027.0,"Betting and Bluffing, Hand Management, Player Elimination, Variable Player Powers","Party Games, Thematic Games",33451,6.26537,2008
254,Empires in Arms,1983.0,2,7,12000,14,1238,7.6,1323,4.42,2129.0,"Area Movement, Dice Rolling, Movement Points, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Variable Player Powers, Variable Set-up",Wargames,254,6.20451,1983
138649,DC Comics Dice Masters: Justice League,2015.0,2,2,60,14,1363,7.35,1324,2.21,3197.0,"Deck Bag and Pool Building, Dice Rolling",Customizable Games,138649,6.16243,2015
195856,Bloodborne: The Card Game,2016.0,3,5,45,14,2899,6.93,1325,2.07,5203.0,"Card Drafting, Dice Rolling, Hand Management, Push Your Luck, Set Collection, Simultaneous Action Selection, Variable Player Powers",Thematic Games,195856,6.28011,2016
158900,Samurai Spirit,2014.0,1,7,30,9,4361,6.67,1326,2.15,7548.0,"Cooperative Game, Push Your Luck, Variable Player Powers",Strategy Games,158900,6.22367,2014
149776,Fireteam Zero,2015.0,1,4,90,14,1291,7.53,1327,2.76,2551.0,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Storytelling, Variable Player Powers",Strategy Games,149776,6.27016,2015
142079,Space Cadets: Dice Duel,2013.0,4,8,30,12,2912,6.79,1328,2.08,4808.0,"Action Queue, Dice Rolling, Grid Movement, Team-Based Game",Thematic Games,142079,6.20385,2013
119,Kingdoms,1994.0,2,4,45,9,4648,6.63,1329,1.83,6029.0,Tile Placement,"Abstract Games, Strategy Games",119,6.31826,1994
225244,Ticket to Ride: Germany,2017.0,2,5,60,8,1097,7.64,1330,1.77,2407.0,"Card Drafting, Hand Management, Network and Route Building, Set Collection",Family Games,225244,6.40205,2017
21920,Leonardo da Vinci,2006.0,2,5,90,12,3371,6.75,1331,3.19,4591.0,"Area Majority / Influence, Hand Management, Worker Placement",Strategy Games,21920,6.21818,2006
245354,Unlock!: Secret Adventures - The Adventurers of Oz,2018.0,1,6,60,10,1140,7.48,1332,2.88,2001.0,"Cooperative Game, Storytelling",,245354,6.24797,2018
10093,Axis & Allies,2004.0,2,5,240,12,5803,6.7,1333,3.21,7561.0,"Area Movement, Dice Rolling, Team-Based Game",Wargames,10093,6.25365,2004
3565,Mordheim: City of the Damned,1999.0,2,6,60,10,1611,7.3,1334,3.09,1963.0,"Dice Rolling, Measurement Movement, Modular Board, Role Playing, Variable Player Powers","Thematic Games, Wargames",3565,6.2285,1999
915,Mystery of the Abbey,1995.0,3,6,90,8,7673,6.54,1335,2.2,9388.0,"Area Movement, Dice Rolling, Events, Hand Management, Paper-and-Pencil, Set Collection",Family Games,915,6.2815,1995
157917,The Lord of the Ice Garden,2014.0,1,4,90,14,1088,7.67,1336,4.06,2066.0,"Action Points, Action Queue, Area Majority / Influence, Variable Phase Order, Variable Player Powers, Worker Placement",Strategy Games,157917,6.23821,2014
257769,Walking in Burano,2018.0,1,4,40,10,1595,7.23,1337,2.04,3133.0,"Card Drafting, Set Collection, Solo / Solitaire Game, Tile Placement",Family Games,257769,6.37928,2018
111417,The Great Heartland Hauling Co.,2013.0,2,4,30,10,2344,6.9,1338,1.85,3841.0,"Hand Management, Modular Board, Pick-up and Deliver","Family Games, Strategy Games",111417,6.21179,2013
230303,Unlock!: Mystery Adventures - The House on the Hill,2017.0,1,6,60,10,1781,7.06,1339,1.76,3341.0,"Cooperative Game, Storytelling","Family Games, Thematic Games",230303,6.22636,2017
160902,Dungeons & Dragons Dice Masters: Battle for Faerûn,2015.0,2,2,60,14,1449,7.27,1340,2.19,3528.0,"Deck Bag and Pool Building, Dice Rolling, Variable Player Powers",Customizable Games,160902,6.15918,2015
248158,Thanos Rising: Avengers Infinity War,2018.0,2,4,90,10,1878,7.21,1341,2.03,3348.0,"Card Drafting, Cooperative Game, Dice Rolling","Family Games, Thematic Games",248158,6.24705,2018
298065,Santa Monica,2020.0,2,4,40,14,1115,7.54,1342,2.06,2455.0,"Card Drafting, Chaining, Set Collection, Tile Placement","Family Games, Strategy Games",298065,6.59032,2020
252526,Pictomania (Second Edition),2018.0,3,6,40,8,1033,7.61,1343,1.36,2209.0,"Line Drawing, Paper-and-Pencil",Party Games,252526,6.59286,2018
99975,Timeline: Discoveries,2011.0,2,8,15,8,3506,6.73,1344,1.18,6855.0,Unknown,Family Games,99975,6.25406,2011
138233,Ascension: Rise of Vigil,2013.0,2,4,30,13,1619,7.18,1345,2.28,3127.0,"Card Drafting, Deck Bag and Pool Building, Hand Management",Strategy Games,138233,6.20556,2013
151771,La Cosa Nostra,2014.0,3,5,90,16,1041,7.71,1346,2.67,2071.0,"Dice Rolling, Hand Management, Take That, Team-Based Game",Thematic Games,151771,6.394,2014
619,The Bottle Imp,1995.0,2,4,30,10,3275,6.73,1347,1.87,4707.0,"Score-and-Reset Game, Trick-taking","Family Games, Strategy Games",619,6.29479,1995
176083,Hit Z Road,2016.0,1,4,60,12,3424,6.75,1348,1.85,6133.0,"Auction/Bidding, Dice Rolling, Die Icon Resolution, End Game Bonuses, Player Elimination, Push Your Luck, Selection Order Bid, Solo / Solitaire Game",Thematic Games,176083,6.3136,2016
112138,Krosmaster: Arena,2012.0,2,4,60,14,3445,6.78,1349,2.67,7088.0,"Action Points, Card Drafting, Dice Rolling, Grid Movement, Variable Player Powers",Customizable Games,112138,6.18496,2012
187700,GKR: Heavy Hitters,2018.0,1,4,120,12,1214,7.72,1350,2.78,2688.0,"Action Queue, Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Take That","Thematic Games, Wargames",187700,6.27431,2018
252929,Planet,2018.0,2,4,45,8,3298,6.76,1351,1.63,5578.0,"Drafting, Tile Placement, Turn Order: Progressive",Family Games,252929,6.29878,2018
29937,König von Siam,2007.0,2,4,30,12,2162,6.92,1352,2.7,1729.0,"Area Majority / Influence, Campaign / Battle Card Driven, Hand Management, Map Reduction, Sudden Death Ending, Team-Based Game, Turn Order: Pass Order, Variable Set-up",Strategy Games,29937,6.19963,2007
169427,Middara: Unintentional Malum - Act 1,2019.0,1,4,60,15,801,8.69,1353,3.82,1667.0,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling, Variable Player Powers",Thematic Games,169427,6.93104,2019
40209,RAF: The Battle of Britain 1940,2009.0,1,2,300,0,876,7.97,1354,3.26,2370.0,"Campaign / Battle Card Driven, Dice Rolling, Movement Points, Simulation, Solo / Solitaire Game",Wargames,40209,6.28831,2009
163805,Transatlantic,2017.0,2,4,120,12,1674,7.11,1355,3.15,2197.0,"Action Retrieval, Deck Bag and Pool Building, Modular Board",Strategy Games,163805,6.20287,2017
218530,Tortuga 1667,2017.0,2,9,40,12,2426,6.97,1356,1.98,6928.0,"Area Movement, Hand Management, Team-Based Game, Voting",Party Games,218530,6.32338,2017
19622,A Victory Lost: Crisis in Ukraine 1942-1943,2006.0,2,2,360,12,1027,7.69,1357,2.58,1953.0,"Chit-Pull System, Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames,19622,6.17496,2006
205046,Capital Lux,2016.0,2,4,30,10,1816,7.05,1358,1.98,2605.0,"Card Drafting, Drafting, Hand Management, Set Collection",Family Games,205046,6.22716,2016
139771,Star Trek: Attack Wing,2013.0,2,99,60,14,1806,7.51,1359,2.7,3317.0,"Action Queue, Dice Rolling, Simultaneous Action Selection, Variable Player Powers",Wargames,139771,6.20413,2013
107255,Evo (Second Edition),2011.0,2,5,60,14,2125,6.95,1360,2.37,2254.0,"Area Movement, Auction/Bidding, Variable Player Powers, Victory Points as a Resource","Family Games, Strategy Games",107255,6.21352,2011
157413,New Bedford,2016.0,1,4,60,12,1715,7.11,1361,2.36,3361.0,Worker Placement,Strategy Games,157413,6.20696,2016
103092,Helvetia,2011.0,2,4,90,12,1949,6.98,1362,3.06,2098.0,"Action Points, Area Majority / Influence, Worker Placement",Strategy Games,103092,6.20978,2011
102435,Navajo Wars,2013.0,1,2,120,12,809,8.01,1363,3.85,2428.0,"Campaign / Battle Card Driven, Point to Point Movement, Solo / Solitaire Game",Wargames,102435,6.25134,2013
253608,18Chesapeake,2020.0,2,6,180,13,774,7.99,1364,3.88,1568.0,"Auction/Bidding, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource",Strategy Games,253608,6.43783,2018
306040,Merv: The Heart of the Silk Road,2020.0,1,4,90,14,833,7.96,1365,3.46,2201.0,"Contracts, Modular Board, Ownership, Set Collection, Square Grid, Track Movement, Variable Set-up",Strategy Games,306040,6.78975,2020
284742,Honey Buzz,2020.0,1,4,90,10,843,8.02,1366,2.63,2387.0,"Memory, Pattern Building, Tile Placement, Worker Placement","Family Games, Strategy Games",284742,7.02813,2020
294612,Unlock!: Epic Adventures,2019.0,1,6,60,10,785,7.96,1367,2.0,2256.0,"Cooperative Game, Real-Time, Scenario / Mission / Campaign Game",,294612,6.68055,2019
149951,Warfighter: The Tactical Special Forces Card Game,2014.0,1,6,180,0,1117,7.71,1368,2.71,2378.0,"Action Points, Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Hand Management, Simulation, Solo / Solitaire Game, Variable Player Powers",Wargames,149951,6.24382,2014
122842,Exodus: Proxima Centauri,2012.0,2,6,180,14,1604,7.17,1369,3.61,3181.0,"Area Majority / Influence, Area Movement, Auction/Bidding, Dice Rolling, Hexagon Grid, Modular Board, Simultaneous Action Selection, Take That, Tech Trees / Tech Tracks, Trading, Voting","Strategy Games, Thematic Games",122842,6.18692,2012
21133,Infinity,2005.0,2,2,120,12,811,8.1,1370,3.93,1379.0,"Action Points, Critical Hits and Failures, Deck Bag and Pool Building, Dice Rolling, Interrupts, Line of Sight, Measurement Movement, Three Dimensional Movement",Wargames,21133,6.12626,2005
245487,Orchard: A 9 card solitaire game,2018.0,1,1,10,8,1128,7.51,1371,1.16,2591.0,"Melding and Splaying, Pattern Building, Solo / Solitaire Game, Tile Placement",Abstract Games,245487,6.58641,2018
264198,Warhammer Quest: Blackstone Fortress,2018.0,1,5,180,12,999,8.02,1372,2.9,2638.0,"Cooperative Game, Dice Rolling, Hexagon Grid, Modular Board, Role Playing, Solo / Solitaire Game, Storytelling, Variable Player Powers",Thematic Games,264198,6.28609,2018
37387,Steel Driver,2008.0,3,6,60,11,1903,6.98,1373,2.8,2200.0,"Auction/Bidding, Network and Route Building, Stock Holding",Strategy Games,37387,6.18104,2008
271088,Ishtar: Gardens of Babylon,2019.0,2,4,45,14,1680,7.13,1374,2.32,3099.0,"Area Majority / Influence, Rondel, Tile Placement","Family Games, Strategy Games",271088,6.34713,2019
143185,Smash Up: The Obligatory Cthulhu Set,2013.0,2,2,45,12,3266,6.76,1375,2.2,10416.0,"Area Majority / Influence, Hand Management, Take That, Variable Player Powers",Strategy Games,143185,6.21609,2013
70,Big City,1999.0,2,5,60,10,2352,6.87,1376,2.22,2514.0,"Hand Management, Modular Board, Tile Placement","Family Games, Strategy Games",70,6.20108,1999
211716,John Company,2017.0,1,6,180,14,1067,7.54,1377,4.13,1930.0,"Dice Rolling, Push Your Luck, Simulation, Variable Player Powers, Voting",Thematic Games,211716,6.16494,2017
208895,New York Slice,2017.0,2,6,30,8,3030,6.75,1378,1.43,4748.0,"I Cut You Choose, Once-Per-Game Abilities, Turn Order: Progressive",Family Games,208895,6.23488,2017
8098,Jungle Speed,1997.0,2,8,10,7,11307,6.5,1379,1.14,16939.0,"Pattern Recognition, Speed Matching",Party Games,8098,6.24855,1997
223770,Startups,2017.0,3,7,20,10,1665,7.1,1380,1.67,3067.0,"Area Majority / Influence, Set Collection",Family Games,223770,6.70788,2017
254713,The Artemis Project,2019.0,1,5,75,13,1279,7.37,1381,2.83,2296.0,"Auction/Bidding, Dice Rolling, Set Collection, Take That, Worker Placement with Dice Workers",Strategy Games,254713,6.36246,2019
730,Breakout: Normandy,1992.0,2,2,240,12,994,7.67,1382,3.4,2244.0,"Advantage Token, Area-Impulse, Dice Rolling",Wargames,730,6.17031,1992
136280,La Boca,2013.0,3,6,40,8,1910,6.99,1383,1.36,2147.0,"Pattern Building, Real-Time",Family Games,136280,6.19319,2013
233262,Tidal Blades: Heroes of the Reef,2020.0,1,4,90,14,922,7.92,1384,2.88,2926.0,"Card Drafting, Dice Rolling, Hand Management, Set Collection, Variable Player Powers, Worker Placement",Strategy Games,233262,6.59443,2020
929,The Great Dalmuti,1995.0,4,8,60,8,6866,6.56,1385,1.29,11254.0,"Hand Management, Ladder Climbing, Trick-taking",Party Games,929,6.30944,1995
35435,Nefertiti,2008.0,3,4,45,10,1900,7.0,1386,2.36,1956.0,"Auction/Bidding, Set Collection","Family Games, Strategy Games",35435,6.19891,2008
244191,Nagaraja,2019.0,2,2,30,9,1413,7.25,1387,2.02,2654.0,"Dice Rolling, Grid Movement, Hand Management, Modular Board, Network and Route Building, Sudden Death Ending, Tile Placement",Strategy Games,244191,6.36526,2019
244995,Illusion,2018.0,2,5,15,8,2763,6.78,1388,1.07,4546.0,Pattern Recognition,Family Games,244995,6.34636,2018
494,Ave Caesar,1989.0,2,6,30,12,4381,6.62,1389,1.36,4199.0,"Hand Management, Race, Track Movement",Family Games,494,6.28134,1989
319966,The King is Dead: Second Edition,2020.0,2,4,45,14,751,8.09,1390,2.11,1927.0,"Area Majority / Influence, Hand Management, Team-Based Game",Strategy Games,319966,7.12548,2020
17223,World of Warcraft: The Boardgame,2005.0,2,6,180,12,5379,6.67,1391,3.51,8478.0,"Area Movement, Dice Rolling, Hand Management, Team-Based Game, Variable Player Powers",Thematic Games,17223,6.29653,2005
986,Babel,2000.0,2,2,60,12,3818,6.67,1392,2.4,6206.0,"Hand Management, Set Collection",Strategy Games,986,6.2269,2000
6205,Europe Engulfed: WWII European Theatre Block Game,2003.0,2,3,720,14,1266,7.49,1393,3.77,2330.0,"Action Points, Area Movement, Dice Rolling, Ratio / Combat Results Table, Secret Unit Deployment, Simulation",Wargames,6205,6.14804,2003
175307,Adventure Time: Love Letter,2015.0,2,4,20,10,1601,7.22,1394,1.05,3464.0,"Hand Management, Player Elimination",Family Games,175307,6.24486,2015
157096,Historia,2014.0,1,6,120,12,2245,6.91,1395,3.1,2921.0,"Action Retrieval, Area Majority / Influence, Hand Management, Simultaneous Action Selection",Strategy Games,157096,6.19559,2014
148729,Maquis,2013.0,1,1,20,14,1261,7.37,1397,2.15,2619.0,"Solo / Solitaire Game, Worker Placement","Strategy Games, Thematic Games",148729,6.74724,2013
145189,Timeline: Music & Cinema,2013.0,2,8,15,8,3090,6.75,1398,1.1,5986.0,Unknown,"Family Games, Party Games",145189,6.21784,2013
222542,Otys,2017.0,2,4,60,14,1836,7.02,1399,2.92,3480.0,"Action Queue, Set Collection, Worker Placement",Strategy Games,222542,6.25395,2017
299047,Disney Villainous: Perfectly Wretched,2020.0,2,3,60,10,923,7.93,1400,2.41,4190.0,"Hand Management, Take That, Variable Player Powers",Family Games,299047,6.68739,2020
171726,Project: ELITE,2016.0,1,4,30,12,994,7.64,1401,2.41,1433.0,"Cooperative Game, Dice Rolling, Grid Movement, Solo / Solitaire Game, Variable Player Powers",Thematic Games,171726,6.18068,2016
155255,Pax Pamir,2015.0,2,5,120,12,1061,7.55,1402,3.65,2033.0,"Area Majority / Influence, Area Movement, Hand Management, Simulation",Strategy Games,155255,6.15847,2015
37907,Diamonds Club,2008.0,2,4,75,10,1719,7.05,1403,2.63,1487.0,"Set Collection, Tech Trees / Tech Tracks, Worker Placement",Strategy Games,37907,6.18523,2008
231484,Carnival of Monsters,2019.0,2,5,45,12,1412,7.31,1404,2.11,2306.0,"Card Drafting, Drafting, Set Collection",Family Games,231484,6.43958,2019
246200,Piepmatz,2018.0,2,4,40,12,1496,7.17,1405,2.11,2899.0,"Card Drafting, Hand Management, Set Collection",Strategy Games,246200,6.29367,2018
361,Hare & Tortoise,1973.0,2,6,45,8,4331,6.63,1406,1.94,6421.0,"Hand Management, Resource to Move",Family Games,361,6.24511,1973
230889,Aristeia!,2017.0,2,2,90,14,766,8.36,1407,3.03,1418.0,"Action Points, Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Line of Sight, Variable Player Powers","Customizable Games, Strategy Games",230889,6.27549,2017
172996,The King Is Dead,2015.0,2,4,50,12,1510,7.16,1408,2.57,2105.0,"Area Majority / Influence, Campaign / Battle Card Driven, Hand Management, Map Reduction, Team-Based Game, Turn Order: Pass Order, Variable Set-up",Strategy Games,172996,6.23182,2015
71074,Expedition: Northwest Passage,2010.0,1,4,60,14,1780,7.03,1409,2.69,2212.0,"Action Points, Map Addition, Set Collection, Tile Placement",Strategy Games,71074,6.20126,2013
237,Wooden Ships & Iron Men,1974.0,2,2,60,12,1946,7.05,1410,3.12,3993.0,"Action Queue, Dice Rolling, Hexagon Grid, Line of Sight, Simulation",Wargames,237,6.22984,1974
180592,Steam Time,2015.0,2,4,90,12,1558,7.13,1411,2.98,2913.0,"Card Drafting, Contracts, Modular Board, Worker Placement",Strategy Games,180592,6.18366,2015
200853,Habitats,2016.0,2,5,50,10,1200,7.35,1412,2.26,1788.0,"Card Drafting, Grid Movement, Map Addition, Pattern Building, Square Grid, Tile Placement",Family Games,200853,6.50323,2016
104955,Antike Duellum,2012.0,2,2,75,13,1636,7.09,1413,2.89,2204.0,"Area Majority / Influence, Area Movement, Hand Management, Rondel",Strategy Games,104955,6.19866,2012
43868,The Adventurers: The Temple of Chac,2009.0,2,6,45,10,4618,6.6,1414,1.66,5455.0,"Action Points, Bias, Dice Rolling, Grid Movement, Memory, Push Your Luck, Variable Player Powers","Family Games, Thematic Games",43868,6.23705,2009
29223,Marrakech,2007.0,2,4,30,6,3660,6.68,1415,1.37,4149.0,"Area Majority / Influence, Roll / Spin and Move, Tile Placement",Family Games,29223,6.33665,2007
165948,Mangrovia,2014.0,2,5,75,10,1500,7.15,1416,2.46,2023.0,"Area Majority / Influence, Hand Management, Variable Phase Order, Worker Placement","Family Games, Strategy Games",165948,6.24101,2014
38545,Kamisado,2008.0,2,2,20,10,2121,6.91,1417,2.46,2796.0,Grid Movement,Abstract Games,38545,6.27071,2008
8129,Sluff Off!,2003.0,3,5,30,10,2258,6.87,1418,1.86,3612.0,"Betting and Bluffing, Hand Management, Predictive Bid, Trick-taking",Family Games,8129,6.25195,2003
22348,Duplik,2005.0,3,10,45,12,1958,6.98,1419,1.22,3110.0,Line Drawing,Party Games,22348,6.22833,2005
242722,Here I Stand: 500th Anniversary Edition,2017.0,2,6,360,14,588,8.61,1420,4.54,1716.0,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",Wargames,242722,6.54504,2017
183231,Adventure Land,2015.0,2,4,45,10,2047,6.92,1421,1.84,3443.0,"Area Majority / Influence, Grid Movement",Family Games,183231,6.26951,2015
2251,Strat-O-Matic Baseball,1962.0,1,2,45,11,1073,7.78,1422,2.38,1591.0,"Dice Rolling, Simulation","Strategy Games, Thematic Games",2251,6.22294,1962
91984,Québec,2011.0,2,5,75,13,1507,7.14,1423,2.98,2140.0,"Area Majority / Influence, Modular Board, Worker Placement",Strategy Games,91984,6.19631,2011
244916,Drop It,2018.0,2,4,30,8,1998,6.94,1424,1.09,2831.0,Unknown,Family Games,244916,6.29068,2018
13308,Niagara,2004.0,3,5,45,8,7935,6.49,1425,1.83,9602.0,"Bias, Hand Management, Pick-up and Deliver, Set Collection, Simultaneous Action Selection",Family Games,13308,6.23033,2004
144529,Theseus: The Dark Orbit,2013.0,2,4,90,8,1711,7.09,1426,2.83,2832.0,"Mancala, Point to Point Movement, Team-Based Game, Variable Player Powers",Strategy Games,144529,6.15032,2013
175293,Trambahn,2015.0,2,2,45,8,1878,6.97,1427,1.83,3328.0,"Card Drafting, Set Collection",Family Games,175293,6.21166,2015
1662,"Napoléon: The Waterloo Campaign, 1815",1974.0,2,3,120,12,1254,7.35,1428,2.49,2596.0,"Dice Rolling, Minimap Resolution, Point to Point Movement, Secret Unit Deployment, Simulation",Wargames,1662,6.19055,1974
171011,Favor of the Pharaoh,2015.0,2,4,45,13,2623,6.8,1429,2.0,3650.0,"Deck Bag and Pool Building, Dice Rolling",Family Games,171011,6.22202,2015
113636,Edo,2012.0,2,4,60,12,1609,7.09,1430,2.95,2676.0,"Action Queue, Hand Management, Point to Point Movement, Simultaneous Action Selection",Strategy Games,113636,6.16898,2012
32125,Felicity: The Cat in the Sack,2007.0,3,5,20,8,4728,6.58,1431,1.4,5550.0,"Auction/Bidding, Betting and Bluffing, Secret Unit Deployment",Family Games,32125,6.22398,2007
15511,Fjords,2005.0,2,2,30,8,2976,6.74,1432,1.72,3347.0,"Area Majority / Influence, Map Addition, Modular Board, Tile Placement","Abstract Games, Family Games",15511,6.23482,2005
38765,Ground Floor,2012.0,2,6,150,12,1656,7.04,1433,3.72,2276.0,Worker Placement,Strategy Games,38765,6.16002,2012
98,Axis & Allies,1981.0,2,5,180,12,10297,6.56,1434,3.04,14520.0,"Area Movement, Dice Rolling, Minimap Resolution, Stat Check Resolution, Team-Based Game",Wargames,98,6.28043,1981
290236,Canvas,2021.0,1,5,30,14,953,7.81,1435,1.65,3230.0,"Card Drafting, Hand Management, Increase Value of Unchosen Resources, Layering, Set Collection",Family Games,290236,6.92794,2021
2808,The Russian Campaign,1974.0,2,2,360,12,1385,7.3,1436,2.87,2742.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Multiple Maps, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Sudden Death Ending, Zone of Control",Wargames,2808,6.20949,1974
1198,SET,1988.0,1,20,30,6,10837,6.48,1437,1.68,17890.0,"Pattern Recognition, Set Collection, Speed Matching","Abstract Games, Family Games",1198,6.29595,1988
38386,A Castle for All Seasons,2008.0,2,4,60,10,2936,6.74,1438,2.79,3237.0,"Action Retrieval, Events, Simultaneous Action Selection, Worker Placement",Strategy Games,38386,6.19464,2008
37358,Founding Fathers,2010.0,3,5,90,13,1820,6.98,1439,2.75,2161.0,"Area Majority / Influence, Campaign / Battle Card Driven, Card Drafting, Hand Management, Set Collection, Simulation, Voting",Strategy Games,37358,6.17349,2010
146418,Warhammer: Diskwars,2013.0,2,4,90,14,1866,7.11,1440,2.77,4103.0,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Movement Template, Player Elimination, Rock-Paper-Scissors, Variable Player Powers","Customizable Games, Wargames",146418,6.17929,2013
255675,Exit: The Game - The Catacombs of Horror,2018.0,1,4,240,16,1087,7.45,1441,2.71,2607.0,Cooperative Game,,255675,6.33152,2018
1887,Legend of the Five Rings,1995.0,2,8,45,12,1628,7.15,1442,3.29,2213.0,"Card Drafting, Player Elimination, Set Collection",Customizable Games,1887,6.17267,1995
123239,Wits & Wagers Party,2012.0,4,18,25,8,2090,6.92,1443,1.13,4989.0,Betting and Bluffing,Party Games,123239,6.23602,2012
142961,Thunderstone Advance: Numenera,2013.0,1,5,90,12,1290,7.28,1444,2.73,2922.0,"Card Drafting, Deck Bag and Pool Building, Hand Management","Strategy Games, Thematic Games",142961,6.14584,2013
272682,Expedition to Newdale,2019.0,1,4,90,12,988,7.56,1445,2.95,2131.0,"Hand Management, Simultaneous Action Selection, Variable Set-up, Worker Placement, Worker Placement, Different Worker Types",Strategy Games,272682,6.34301,2019
169611,Love Letter: The Hobbit - The Battle of the Five Armies,2015.0,2,4,30,8,1654,7.11,1446,1.26,3240.0,"Hand Management, Player Elimination",Family Games,169611,6.20845,2015
38992,Royal Palace,2008.0,2,4,60,12,2097,6.88,1447,2.78,2416.0,"Action Points, Area Majority / Influence",Strategy Games,38992,6.17345,2008
223215,Flip Ships,2017.0,1,4,45,8,1610,7.06,1448,1.38,3045.0,"Bias, Cooperative Game, Flicking, Variable Player Powers",Family Games,223215,6.23561,2017
270314,Ohanami,2019.0,2,4,20,8,1238,7.33,1449,1.14,2742.0,"Card Drafting, Drafting, Pattern Building, Set Collection",,270314,6.65554,2019
35503,Ra: The Dice Game,2009.0,2,4,45,10,2452,6.79,1450,1.74,2231.0,"Dice Rolling, Die Icon Resolution, End Game Bonuses, Re-rolling and Locking, Set Collection",Family Games,35503,6.19528,2009
